First Name, Last Name, Nickname, Twitter, Occupation, Sex, Image, Wikia, Location, Season Name, Season Number, Character Type, Age, Placement, Days Lasted, Votes Against, Starting Tribe, Swapped Tribe, Med Evac, Quit, Tribe Wins, Individual Wins,
"Richard","Hatch","","","Corporate trainer","M","http://vignette2.wikia.nocookie.net/survivor/images/a/a2/S1_richard_t.jpg/revision/latest?cb=20120831175820","http://survivor.wikia.com/wiki/Richard_Hatch","Newport, RI","All-Stars","8","Heisenberg","42","14","15","6","","","0","0","0","0",
"Susan","Hawk","","","Truck driver","F","http://vignette3.wikia.nocookie.net/survivor/images/8/8d/S1_susan_t.jpg/revision/latest?cb=20120828053151","http://survivor.wikia.com/wiki/Susan_Hawk","Palmyra, WI","Borneo","1","Crazy Cat Lady","38","4","37","7","","","0","0","5","0",
"Susan","Hawk","","","Truck driver","F","http://vignette3.wikia.nocookie.net/survivor/images/8/8d/S1_susan_t.jpg/revision/latest?cb=20120828053151","http://survivor.wikia.com/wiki/Susan_Hawk","Palmyra, WI","All-Stars","8","Crazy Cat Lady","42","13","17","0","","","0","0","0","0",
"Jeanne","Hebert","","","Marketing Director","F","http://vignette4.wikia.nocookie.net/survivor/images/8/88/S6_jeanne_t.jpg/revision/latest?cb=20120829030048","http://survivor.wikia.com/wiki/Jeanne_Hebert","North Attleborough, MA","The Amazon","6","I Can See Your Periscope","40","12","15","5","","","0","0","4","0",
"Trish","Hegarty","","","Pilates Trainer","F","http://vignette2.wikia.nocookie.net/survivor/images/3/39/S28_trish_c.png/revision/latest?cb=20140125110940","http://survivor.wikia.com/wiki/Trish_Hegarty","Needham, MA","Cagayan: BBB1","28","Tough Old Broad","48","5","36","5","","","0","0","8","0",
"Brian","Heidik","","","Used Car Salesman","M","http://vignette1.wikia.nocookie.net/survivor/images/0/02/S5_brian_t.jpg/revision/latest?cb=20120829021214","http://survivor.wikia.com/wiki/Brian_Heidik","Quartz HIll, CA","Thailand","5","Heisenberg","34","1","39","0","","","0","0","6","5",
"Benry","Henry","","","Bar owner","M","http://vignette2.wikia.nocookie.net/survivor/images/4/46/S21_benry_t.jpg/revision/latest?cb=20120830203724","http://survivor.wikia.com/wiki/Benry_Henry","Los Angeles, CA","Nicaragua","21","John McClane","24","7","32","5","","","0","0","6","2",
"Dreamz","Herd","","","Cheerleading Coach","M","http://vignette1.wikia.nocookie.net/survivor/images/8/8d/S14_dreamz_t.jpg/revision/latest?cb=20120830033844","http://survivor.wikia.com/wiki/Dreamz_Herd","Wilmington, NC","Fiji","14","Surfer Dude","24","3","39","2","","","0","0","10","3",
"Charlie","Herschel","","","Lawyer","M","http://vignette1.wikia.nocookie.net/survivor/images/3/3c/S17_charlie_t.jpg/revision/latest?cb=20120830160028","http://survivor.wikia.com/wiki/Charlie_Herschel","New York City, NY","Gabon","17","Social Butterfly (Perez Hilton)","29","9","27","5","","","0","0","11","0",
"Maralyn","Hershey","","","Retired Police Officer","F","http://vignette4.wikia.nocookie.net/survivor/images/f/fa/S2_maralyn_t.jpg/revision/latest?cb=20120828061542","http://survivor.wikia.com/wiki/Maralyn_Hershey","Wakefield, VA","The Australian Outback","2","I Can See Your Periscope","51","14","9","5","","","0","0","3","0",
"Todd","Herzog","","","Flight Attendant","M","http://vignette2.wikia.nocookie.net/survivor/images/8/85/S15_todd_t.jpg/revision/latest?cb=20120830041848","http://survivor.wikia.com/wiki/Todd_Herzog","Pleasant Grove, UT","China","15","Social Butterfly (Perez Hilton)","22","1","39","5","","","0","0","7","1",
"Jed","Hildebrand","","","Dental Student","M","http://vignette2.wikia.nocookie.net/survivor/images/e/ef/S5_jed_t.jpg/revision/latest?cb=20120829021354","http://survivor.wikia.com/wiki/Jed_Hildebrand","Dallas, TX","Thailand","5","Surfer Dude","25","14","9","5","","","0","0","3","0",
"JP","Hilsabeck","","","Firefighter","M","https://vignette.wikia.nocookie.net/survivor/images/0/03/S35_J.P._Hilsabeck.jpg/revision/latest?cb=20170830170832","http://survivor.wikia.com/wiki/JP_Hilsabeck","Los Angeles, California","Heroes vs. Healers vs. Hustlers","35","Alpha Male Control Freak","18","9","1","0","","","0","0","0","0",
"Ken","Hoang","","","Professional Gamer","M","http://vignette4.wikia.nocookie.net/survivor/images/d/df/S17_ken_t.jpg/revision/latest?cb=20120830160408","http://survivor.wikia.com/wiki/Ken_Hoang","Westminister, CA","Gabon","17","Know-It-All","22","5","37","7","","","0","0","2","1",
"Chrissy","Hofbeck","","","Actuary","F","https://vignette.wikia.nocookie.net/survivor/images/b/b6/S35_Chrissy_Hofbeck.jpg/revision/latest?cb=20170830170646","http://survivor.wikia.com/wiki/Chrissy_Hofbeck","Lebanon Township, New Jersey","Heroes vs. Healers vs. Hustlers","35","Mommy Dearest","18","2","1","0","","","0","0","0","0",
"Holly","Hoffman","","","Swimming coach","F","http://vignette2.wikia.nocookie.net/survivor/images/3/30/S21_holly_t.jpg/revision/latest?cb=20120830203818","http://survivor.wikia.com/wiki/Holly_Hoffman","Eureka, SD","Nicaragua","21","Crazy Cat Lady","44","4","38","4","","","0","0","4","2",
"Gary","Hogeboom","","","Ex-NFL QuarterbackLandscape Business Owner","M","http://vignette1.wikia.nocookie.net/survivor/images/4/4e/S11_gary_t.jpg/revision/latest?cb=20120829231904","http://survivor.wikia.com/wiki/Gary_Hogeboom","Grand Heaven, MI","Guatemala","11","True Grit","46","7","30","8","","","0","0","4","2",
"Francesca","Hogi","","","Attorney","F","http://vignette3.wikia.nocookie.net/survivor/images/1/10/S22_francesca_t.jpg/revision/latest?cb=20120830203611","http://survivor.wikia.com/wiki/Francesca_Hogi","Washington D.C.","Redemption Island","22","Meredith Grey","36","18","6","4","","","0","0","0","0",
"Francesca","Hogi","","","Attorney","F","http://vignette3.wikia.nocookie.net/survivor/images/1/10/S22_francesca_t.jpg/revision/latest?cb=20120830203611","http://survivor.wikia.com/wiki/Francesca_Hogi","Washington D.C.","Caramoan: Fans vs Favourites 2","26","Meredith Grey","39","20","3","6","","","0","0","0","0",
"Alecia","Holden","","","Real estate agent","F","http://vignette3.wikia.nocookie.net/survivor/images/1/14/S32_Alecia_Holden.jpg/revision/latest?cb=20160120163616","http://survivor.wikia.com/wiki/Alecia_Holden","Dallas, Texas","Kaoh Rong: BBB2","32","Erin Brockovich","24","14","11","8","","","0","0","0","0",
"Wendell","Holland","","","Furniture Company Owner","M","https://vignette.wikia.nocookie.net/survivor/images/c/c7/S36_Wendell_Holland.jpg/revision/latest?cb=20180131173750","http://survivor.wikia.com/wiki/Wendell_Holland","Philadelphia, Pennsylvania","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Mike","Holloway","","","Oil Driller","M","http://vignette1.wikia.nocookie.net/survivor/images/7/76/S30_mike_t.png/revision/latest?cb=20150121191800","http://survivor.wikia.com/wiki/Mike_Holloway","North Richland Hills, TX","Worlds Apart","30","Good Ol' Boy","38","1","39","4","","","0","0","5","9",
"Lucy","Huang","","","Dietician","F","http://vignette3.wikia.nocookie.net/survivor/images/6/60/S33-lucy-huang.jpg/revision/latest?cb=20160817205847","http://survivor.wikia.com/wiki/Lucy_Huang","Diamond Bar, California","Millennials vs Gen X","33","Tough Old Broad","18","17","12","2","","","0","0","0","0",
"Erik","Huffman","","","Musician","M","http://vignette1.wikia.nocookie.net/survivor/images/5/51/S15_erik_t.jpg/revision/latest?cb=20120830041637","http://survivor.wikia.com/wiki/Erik_Huffman","Greenville, SC","China","15","Ponyboy","26","6","33","5","","","0","0","3","2",
"Tracy","Hughes-Wolf","","","Residential Builder","F","http://vignette4.wikia.nocookie.net/survivor/images/2/21/S16_tracy_t.jpg/revision/latest?cb=20120830054530","http://survivor.wikia.com/wiki/Tracy_Hughes-Wolf","Fredericksburg, VA","Micronesia: Fans vs Favourites","16","Tough Old Broad","43","12","20","7","","","0","0","3","0",
"Donathan","Hurley","","","Caretaker","M","https://vignette.wikia.nocookie.net/survivor/images/8/89/S36_Donathan_Hurley.jpg/revision/latest?cb=20180131173339","http://survivor.wikia.com/wiki/Donathan_Hurley","Kimper, Kentucky","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Woo","Hwang","","","Martial Arts Instructor","M","http://vignette1.wikia.nocookie.net/survivor/images/2/26/S28_woo_c.png/revision/latest?cb=20140125110904","http://survivor.wikia.com/wiki/Woo_Hwang","Newport Beach, CA","Cagayan: BBB1","28","Surfer Dude","29","2","39","4","","","0","0","8","4",
"Woo","Hwang","","","Martial Arts Instructor","M","http://vignette1.wikia.nocookie.net/survivor/images/2/26/S28_woo_c.png/revision/latest?cb=20140125110904","http://survivor.wikia.com/wiki/Woo_Hwang","Newport Beach, CA","Cambodia: Second Chance","31","Surfer Dude","32","14","16","5","","","0","0","0","0",
"Melinda","Hyder","","","Singer/Entertainer","F","http://vignette1.wikia.nocookie.net/survivor/images/f/f9/S12_melinda_t.jpg/revision/latest?cb=20120830001856","http://survivor.wikia.com/wiki/Melinda_Hyder","Sevierville, TN","Panama: Exile Island","12","Culturally Awkward  Girl","32","15","6","5","","","0","0","1","0",
"Patricia","Jackson","","","Truck Assembler","F","http://vignette2.wikia.nocookie.net/survivor/images/f/f1/S4_patricia_t.jpg/revision/latest?cb=20120828082642","http://survivor.wikia.com/wiki/Patricia_Jackson","Lugoff, SC","Marquesas","4","I Can See Your Periscope","49","15","6","5","","","0","0","0","0",
"Angie","Jakusz","","","Bartender","F","http://vignette1.wikia.nocookie.net/survivor/images/a/ad/S10_angie_t.jpg/revision/latest?cb=20120829222914","http://survivor.wikia.com/wiki/Angie_Jakusz","New Orleans, LA","Palau","10","Lady Gaga","24","13","12","8","","","0","0","2","0",
"Kyle","Jason","","","Bounty hunter","M","http://vignette3.wikia.nocookie.net/survivor/images/d/da/S31_Kyle_Jason.jpg/revision/latest?cb=20160120161211","http://survivor.wikia.com/wiki/Kyle_Jason","Detroit, Michigan","Kaoh Rong: BBB2","32","Heisenberg","31","6","32","1","","","0","0","0","0",
"Michael","Jefferson","","","Banker","M","http://vignette1.wikia.nocookie.net/survivor/images/d/d2/S24_michael_t.jpg/revision/latest?cb=20120830202509","http://survivor.wikia.com/wiki/Michael_Jefferson","Seattle, WA","One World","24","Seduce and Destroy","30","11","22","9","","","0","0","7","1",
"Darrah","Johnson","","","Mortician","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c1/S7_darrah_t.jpg/revision/latest?cb=20120829190203","http://survivor.wikia.com/wiki/Darrah_Johnson","Liberty, MS","Pearl Islands","7","Lady Gaga","22","4","37","6","","","0","0","4","4",
"Dave","Johnson","","","Rocket Scientist","M","http://vignette2.wikia.nocookie.net/survivor/images/3/31/S6_dave_t.jpg/revision/latest?cb=20120829025951","http://survivor.wikia.com/wiki/Dave_Johnson","Pasadena, CA","The Amazon","6","Seduce and Destroy","23","9","24","8","","","0","0","5","1",
"Ghandia","Johnson","","","Legal Secretary","F","http://vignette4.wikia.nocookie.net/survivor/images/4/4f/S5_ghandia_t.jpg/revision/latest?cb=20120829021254","http://survivor.wikia.com/wiki/Ghandia_Johnson","Denver, CO","Thailand","5","Oh No You Didn't!","33","13","12","5","","","0","0","2","0",
"Jimmy","Johnson","","","Ex-NFL Coach","M","http://vignette3.wikia.nocookie.net/survivor/images/6/61/S21_jimmyj_t.jpg/revision/latest?cb=20120830203859","http://survivor.wikia.com/wiki/Jimmy_Johnson","Islamorada, FL","Nicaragua","21","Alpha Male Control Freak","66","18","8","8","","","0","0","1","0",
"Kim","Johnson","","","Retired Teacher","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c9/S3_kimj_t.jpg/revision/latest?cb=20120828072404","http://survivor.wikia.com/wiki/Kim_Johnson","Oyster Bay, NY","Africa","3","I Can See Your Periscope","56","2","39","1","","","0","0","5","2",
"Laurel","Johnson","","","Financial Consultant","F","https://vignette.wikia.nocookie.net/survivor/images/1/1d/S36_Laurel_Johnson.jpg/revision/latest?cb=20180131173515","http://survivor.wikia.com/wiki/Laurel_Johnson","Minneapolis, Minnesota","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Stephanie","Johnson","","","Yoga Instructer","F","https://vignette.wikia.nocookie.net/survivor/images/4/4f/S36_Stephanie_Johnson.jpg/revision/latest?cb=20180131173723","http://survivor.wikia.com/wiki/Stephanie_Johnson","Chicago, Illinois","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Taj","Johnson-George","","","Former Pop Star","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c4/S18_taj_t.jpg/revision/latest?cb=20120830164503","http://survivor.wikia.com/wiki/Taj_Johnson-George","Nashville, TN","Tocantins","18","Mommy Dearest","37","4","37","7","","","0","0","5","0",
"Brice","Johnston","","","Social Worker","M","http://vignette2.wikia.nocookie.net/survivor/images/6/69/S28_brice_c.png/revision/latest?cb=20140125105950","http://survivor.wikia.com/wiki/Brice_Johnston","Philadelphia, PA","Cagayan: BBB1","28","Social Butterfly (Perez Hilton)","27","16","8","5","","","0","0","2","0",
"Jessica","Johnston","","","Nurse Practitioner","F","https://vignette.wikia.nocookie.net/survivor/images/7/77/S35_Jessica_Johnston.jpg/revision/latest?cb=20170830170848","http://survivor.wikia.com/wiki/Jessica_Johnston","Louisville, Kentucky","Heroes vs. Healers vs. Hustlers","35","Erin Brockovich","18","12","1","0","","","0","0","0","0",
"Bobby","Jon Drinkard","","","Waiter","M","http://vignette3.wikia.nocookie.net/survivor/images/3/37/S10_bobbyjon_t.jpg/revision/latest?cb=20120829222938","http://survivor.wikia.com/wiki/Bobby_Jon_Drinkard","Troy, AL","Palau","10","Good Ol' Boy","27","10","21","2","","","0","0","3","0",
"Bobby","Jon Drinkard","","","Waiter","M","http://vignette3.wikia.nocookie.net/survivor/images/3/37/S10_bobbyjon_t.jpg/revision/latest?cb=20120829222938","http://survivor.wikia.com/wiki/Bobby_Jon_Drinkard","Troy, AL","Guatemala","11","Good Ol' Boy","28","9","24","8","","","0","0","0","0",
"Alexis","Jones","","","Motivational Speaker","F","http://vignette4.wikia.nocookie.net/survivor/images/0/06/S16_alexis_t.jpg/revision/latest?cb=20120830054115","http://survivor.wikia.com/wiki/Alexis_Jones","Los Angeles, CA","Micronesia: Fans vs Favourites","16","Secretly Smart Bikini Babe","24","6","2","0","","","0","0","8","1",
"Jolanda","Jones","","","Lawyer","F","http://vignette2.wikia.nocookie.net/survivor/images/3/3f/S10_jolanda_t.jpg/revision/latest?cb=20120829223235","http://survivor.wikia.com/wiki/Jolanda_Jones","Houston, TX","Palau","10","Oh No You Didn't!","38","18","3","6","","","0","0","0","1",
"Sarah","Jones","","","Account Manager","F","http://vignette1.wikia.nocookie.net/survivor/images/0/0b/S4_sarah_t.jpg/revision/latest?cb=20120828082734","http://survivor.wikia.com/wiki/Sarah_Jones","Newport Beach, CA","Marquesas","4","Siren","24","13","12","11","","","0","0","0","0",
"Clay","Jordan","","","Restaurant Owner","M","http://vignette3.wikia.nocookie.net/survivor/images/2/2f/S5_clay_t.jpg/revision/latest?cb=20120829021227","http://survivor.wikia.com/wiki/Clay_Jordan","Monroe, LA","Thailand","5","The Specialist","46","2","39","3","","","0","0","6","1",
"Rafe","Judkins","","","Wilderness Guide","M","http://vignette1.wikia.nocookie.net/survivor/images/e/ea/S11_rafe_t.jpg/revision/latest?cb=20120829232043","http://survivor.wikia.com/wiki/Rafe_Judkins","Pittsburgh, PA","Guatemala","11","Social Butterfly (Perez Hilton)","22","3","38","2","","","0","0","4","4",
"Bruce","Kanegai","","","Art Teacher","M","http://vignette2.wikia.nocookie.net/survivor/images/b/b7/S12_bruce_t.jpg/revision/latest?cb=20120830001746","http://survivor.wikia.com/wiki/Bruce_Kanegai","Simi Valley, CA","Panama: Exile Island","12","The Specialist","57","7","25","2","","","0","0","7","2",
"Corinne","Kaplan","","","Pharmaceutical Sales Rep.Clinical Consultant","F","http://vignette4.wikia.nocookie.net/survivor/images/5/53/S17_corinne_t.jpg/revision/latest?cb=20120830160046","http://survivor.wikia.com/wiki/Corinne_Kaplan","Los Angeles, CA","Gabon","17","Chelsea Handler","29","7","33","4","","","0","0","11","0",
"Corinne","Kaplan","","","Pharmaceutical Sales Rep.Clinical Consultant","F","http://vignette4.wikia.nocookie.net/survivor/images/5/53/S17_corinne_t.jpg/revision/latest?cb=20120830160046","http://survivor.wikia.com/wiki/Corinne_Kaplan","Los Angeles, CA","Caramoan: Fans vs Favourites 2","26","Chelsea Handler","34","12","22","7","","","0","0","0","0",
"Kimmi","Kappenberg","","","Bartender","F","http://vignette3.wikia.nocookie.net/survivor/images/9/97/S2_kimmi_t.jpg/revision/latest?cb=20120828061526","http://survivor.wikia.com/wiki/Kimmi_Kappenberg","Ronkonkoma, NY","The Australian Outback","2","Lady Gaga","28","12","15","6","","","0","0","5","0",
"Kimmi","Kappenberg","","","Bartender","F","http://vignette3.wikia.nocookie.net/survivor/images/9/97/S2_kimmi_t.jpg/revision/latest?cb=20120828061526","http://survivor.wikia.com/wiki/Kimmi_Kappenberg","Ronkonkoma, NY","Cambodia: Second Chance","31","Lady Gaga","43","6","36","9","","","0","0","0","0",
"Dan","Kay","","","Attorney","M","http://vignette3.wikia.nocookie.net/survivor/images/d/d6/S17_dan_t.jpg/revision/latest?cb=20120830160127","http://survivor.wikia.com/wiki/Dan_Kay","Boston, MA","Gabon","17","Seduce and Destroy","32","11","21","4","","","0","0","8","0",
"Lisa","Keiffer","","","Real Estate Agent","F","http://vignette3.wikia.nocookie.net/survivor/images/b/bc/S9_lisa_t.jpg/revision/latest?cb=20120829202032","http://survivor.wikia.com/wiki/Lisa_Keiffer","New Orleans, LA","Vanuatu","9","Crazy Cat Lady","44","12","15","4","","","0","0","4","0",
"Kristina","Kell","","","Law student","F","http://vignette1.wikia.nocookie.net/survivor/images/7/78/S22_kristina_t.jpg/revision/latest?cb=20120830203515","http://survivor.wikia.com/wiki/Kristina_Kell","Malibu, CA","Redemption Island","22","Tough Old Broad","45","16","12","9","","","0","0","1","0",
"Reed","Kelly","","","Broadway performer/Model/Aerialist","M","http://vignette1.wikia.nocookie.net/survivor/images/8/82/S29_reed_t.png/revision/latest?cb=20140828002427","http://survivor.wikia.com/wiki/Reed_Kelly","New York City, NY","San Juan del Sur","29","Social Butterfly (Perez Hilton)","31","8","29","10","","","0","0","9","4",
